Run	Assay_Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center_Name	Collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_continent_or_ocean	geo_loc_name	Altitude/Depth	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample_Name	SRA Study	BioSampleModel	lat_lon	Library Name	env_biome	env_feature	env_material	Investigation_type	project_name	Host	sample_title	Description	env_type
SRR14307626	WGS	300	14335535100	PRJNA638205	SAMN15183781	4511607486	WENZHOU MEDICAL UNIVERSITY	07/08/2019	public	fastq,sra	gs,s3	s3.us-east-1,gs.US	SRX10663038	China	Asia	China: Zhejiang		Illumina HiSeq 4000	PAIRED	RANDOM	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-23T00:00:00Z	SY2	SRP315975	Metagenome or environmental	27.96 N 120.71 E	SY2						aquatic			freshwater
SRR14307627	WGS	300	12915388200	PRJNA638205	SAMN15183780	4104280931	WENZHOU MEDICAL UNIVERSITY	07/08/2019	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX10663037	China	Asia	China: Zhejiang		Illumina HiSeq 4000	PAIRED	RANDOM	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-23T00:00:00Z	SY1	SRP315975	Metagenome or environmental	27.95 N 120.70 E	SY1						aquatic			freshwater
SRR14578319	WGS	302	29666712998	PRJNA729725	SAMN19241563	9539277712	UNIVERSITETET I OSLO	08/08/2019	public	fastq,sra	s3,gs	gs.US,s3.us-east-1	SRX10921391	Norway	Europe	Norway: Svalbard, Broggerdalen		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV012M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9258 N 11.9231 E	Goose pond					glacial retreat				freshwater
SRR14578320	WGS	302	28206361798	PRJNA729725	SAMN19241562	9500598960	UNIVERSITETET I OSLO	08/08/2019	public	fastq,sra	s3,gs	gs.US,s3.us-east-1	SRX10921390	Norway	Europe	Norway: Svalbard, Broggerdalen		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV010M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.942 N 11.821 E	Knudsenheia1					glacial retreat				freshwater
SRR14578322	WGS	302	34912412530	PRJNA729725	SAMN19241560	11339029804	UNIVERSITETET I OSLO	08/08/2019	public	fastq,sra	s3,gs	gs.US,s3.us-east-1	SRX10921388	Norway	Europe	Norway: Svalbard, Broggerdalen		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV007M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9258 N 11.9405 E	Solvatnet					glacial retreat				freshwater
SRR14578324	WGS	302	44200219888	PRJNA729725	SAMN19241558	14496067652	UNIVERSITETET I OSLO	08/08/2019	public	sra,fastq	gs,s3	s3.us-east-1,gs.US	SRX10921386	Norway	Europe	Norway: Svalbard, Broggerdalen		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV005M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9159 N 11.8755 E	Tvillingvatten					glacial retreat				freshwater
SRR14578345	WGS	302	25799319420	PRJNA729725	SAMN19241564	8455318695	UNIVERSITETET I OSLO	08/08/2019	public	fastq,sra	s3,gs	gs.US,s3.us-east-1	SRX10921365	Norway	Europe	Norway: Svalbard, Broggerdalen		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV013M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9261 N 11.9205 E	Permafrostpond					glacial retreat				freshwater
SRR14578321	WGS	302	36016125890	PRJNA729725	SAMN19241561	11742388837	UNIVERSITETET I OSLO	09/08/2019	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX10921389	Norway	Europe	Norway: Svalbard, Broggerdalen		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV008M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9442 N 11.8631 E	Brandallaguna					glacial retreat				freshwater
SRR14578323	WGS	302	45675012728	PRJNA729725	SAMN19241559	14856772445	UNIVERSITETET I OSLO	09/08/2019	public	fastq,sra	s3,gs	s3.us-east-1,gs.US	SRX10921387	Norway	Europe	Norway: Svalbard, Broggerdalen		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV006M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9239 N 11.8783 E	Storvatnet					glacial retreat				freshwater
SRR14578342	WGS	302	26060987924	PRJNA729725	SAMN19241567	8547670149	UNIVERSITETET I OSLO	09/08/2019	public	fastq,sra	gs,s3	s3.us-east-1,gs.US	SRX10921368	Norway	Europe	Norway: Svalbard, Broggerdalen		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV016M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9131 N 11.84 E	Broggerdalen3					glacial retreat				freshwater
SRR14578343	WGS	302	32787196250	PRJNA729725	SAMN19241566	10695342555	UNIVERSITETET I OSLO	09/08/2019	public	fastq,sra	gs,s3	s3.us-east-1,gs.US	SRX10921367	Norway	Europe	Norway: Svalbard, Broggerdalen		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV015M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9127 N 11.8299 E	Broggerdalen2					glacial retreat				freshwater
SRR14578344	WGS	302	30187398446	PRJNA729725	SAMN19241565	9786189455	UNIVERSITETET I OSLO	09/08/2019	public	fastq,sra	s3,gs	s3.us-east-1,gs.US	SRX10921366	Norway	Europe	Norway: Svalbard, Broggerdalen		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV014M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9132 N 11.8403 E	Broggerdalen1					glacial retreat				freshwater
SRR17012560	WGS	150	5305012200	PRJNA782751	SAMN23393990	2589420643	CALIFORNIA INSTITUTE OF TECHNOLOGY	09/08/2019	public	fastq,sra	ncbi,gs,s3	ncbi.public,gs.US,s3.us-east-1	SRX13202667	USA	North America	USA: Lind, WA		Illumina HiSeq 2500	SINGLE	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2021-11-23T00:00:00Z	WheatRhizo_Aug2019_4	SRP347345	Metagenome or environmental	46.97 N 118.62 W	WheatRhizo_Aug2019_4									plant
SRR17012561	WGS	150	4293709650	PRJNA782751	SAMN23393989	2055260579	CALIFORNIA INSTITUTE OF TECHNOLOGY	09/08/2019	public	fastq,sra	s3,gs	gs.US,s3.us-east-1	SRX13202666	USA	North America	USA: Lind, WA		Illumina HiSeq 2500	SINGLE	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2021-11-23T00:00:00Z	WheatRhizo_Aug2019_3	SRP347345	Metagenome or environmental	46.97 N 118.62 W	WheatRhizo_Aug2019_3									plant
SRR17012564	WGS	150	4708338000	PRJNA782751	SAMN23393988	2261198817	CALIFORNIA INSTITUTE OF TECHNOLOGY	09/08/2019	public	fastq,sra	gs,s3	s3.us-east-1,gs.US	SRX13202663	USA	North America	USA: Lind, WA		Illumina HiSeq 2500	SINGLE	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2021-11-23T00:00:00Z	WheatRhizo_Aug2019_2	SRP347345	Metagenome or environmental	46.97 N 118.62 W	WheatRhizo_Aug2019_2									plant
SRR17012565	WGS	150	4368415950	PRJNA782751	SAMN23393987	2090983573	CALIFORNIA INSTITUTE OF TECHNOLOGY	09/08/2019	public	fastq,sra	gs,s3,ncbi	gs.US,ncbi.public,s3.us-east-1	SRX13202662	USA	North America	USA: Lind, WA		Illumina HiSeq 2500	SINGLE	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2021-11-23T00:00:00Z	WheatRhizo_Aug2019_1	SRP347345	Metagenome or environmental	46.97 N 118.62 W	WheatRhizo_Aug2019_1									plant
SRR14578331	WGS	302	42293864820	PRJNA729725	SAMN19241577	13619065461	UNIVERSITETET I OSLO	10/08/2019	public	sra,fastq	gs,s3	gs.US,s3.us-east-1	SRX10921379	Norway	Europe	Norway: Svalbard, Ossian Sarsfjellet		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV029M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9522 N 12.5365 E	OssianSars4					glacial retreat				freshwater
SRR14578332	WGS	302	29468723308	PRJNA729725	SAMN19241576	9697829625	UNIVERSITETET I OSLO	10/08/2019	public	sra,fastq	gs,s3	s3.us-east-1,gs.US	SRX10921378	Norway	Europe	Norway: Svalbard, Ossian Sarsfjellet		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV028M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9545 N 12.5331 E	OssianSars3					glacial retreat				freshwater
SRR14578333	WGS	302	37609449502	PRJNA729725	SAMN19241575	12282395003	UNIVERSITETET I OSLO	10/08/2019	public	fastq,sra	s3,gs	s3.us-east-1,gs.US	SRX10921377	Norway	Europe	Norway: Svalbard, Ossian Sarsfjellet		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV027M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9583 N 12.504 E	OssianSars2					glacial retreat				freshwater
SRR14578334	WGS	302	29148462274	PRJNA729725	SAMN19241574	9418680922	UNIVERSITETET I OSLO	10/08/2019	public	fastq,sra	gs,s3	s3.us-east-1,gs.US	SRX10921376	Norway	Europe	Norway: Svalbard, Ossian Sarsfjellet		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV026M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9543 N 12.4962 E	OssianSars1					glacial retreat				freshwater
SRR14578336	WGS	302	26672699796	PRJNA729725	SAMN19241573	8787952181	UNIVERSITETET I OSLO	10/08/2019	public	sra,fastq	gs,s3	gs.US,s3.us-east-1	SRX10921374	Norway	Europe	Norway: Svalbard, Ossian Sarsfjellet		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV025M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9503 N 12.4984 E	Sarsvatnet					glacial retreat				freshwater
SRR14578337	WGS	302	39950227644	PRJNA729725	SAMN19241571	13234604518	UNIVERSITETET I OSLO	11/08/2019	public	sra,fastq	s3,gs	gs.US,s3.us-east-1	SRX10921372	Norway	Europe	Norway: Svalbard, Lovenbreendalen		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV021M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.901 N 12.0682 E	Lovenbreendalen1					glacial retreat				freshwater
SRR14578338	WGS	302	32991752930	PRJNA729725	SAMN19241570	10639562351	UNIVERSITETET I OSLO	11/08/2019	public	sra,fastq	gs,s3	s3.us-east-1,gs.US	SRX10921371	Norway	Europe	Norway: Svalbard, Lovenbreendalen		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV020M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9133 N 12.0628 E	Gluudneset					glacial retreat				freshwater
SRR14578339	WGS	302	26801854324	PRJNA729725	SAMN19241569	8833226785	UNIVERSITETET I OSLO	11/08/2019	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX10921370	Norway	Europe	Norway: Svalbard, Lovenbreendalen		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV018M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9 N 12.0666 E	Lovenbreendalen7					glacial retreat				freshwater
SRR14578340	WGS	302	29113853074	PRJNA729725	SAMN19241572	9575754464	UNIVERSITETET I OSLO	11/08/2019	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX10921373	Norway	Europe	Norway: Svalbard, Lovenbreendalen		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV022M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.9043 N 12.0637 E	Lovenbreendalen2					glacial retreat				freshwater
SRR14578341	WGS	302	35610070582	PRJNA729725	SAMN19241568	11630373825	UNIVERSITETET I OSLO	11/08/2019	public	sra,fastq	gs,s3	s3.us-east-1,gs.US	SRX10921369	Norway	Europe	Norway: Svalbard, Lovenbreendalen		Illumina NovaSeq 6000	PAIRED	PCR	METAGENOMIC	aquatic metagenome	ILLUMINA	2021-06-01T00:00:00Z	SV017M	SRP319674	MIMS.me,MIGS/MIMS/MIMARKS.water	78.8986 N 12.0628 E	Lovenbreendalen6					glacial retreat				freshwater
SRR14307625	WGS	300	14309093100	PRJNA638205	SAMN15183782	4544616174	WENZHOU MEDICAL UNIVERSITY	12/08/2019	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX10663039	China	Asia	China: Zhejiang		Illumina HiSeq 4000	PAIRED	RANDOM	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-23T00:00:00Z	JST1	SRP315975	Metagenome or environmental	28.01 N 120.65 E	JST1						aquatic			freshwater
SRR14307622	WGS	300	14128446000	PRJNA638205	SAMN15183785	4393615621	WENZHOU MEDICAL UNIVERSITY	13/08/2019	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX10663042	China	Asia	China: Zhejiang		Illumina HiSeq 4000	PAIRED	RANDOM	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-23T00:00:00Z	SYT2	SRP315975	Metagenome or environmental	27.96 N 120.71 E	SYT2						aquatic			freshwater
SRR14307623	WGS	300	13757530200	PRJNA638205	SAMN15183784	4331344264	WENZHOU MEDICAL UNIVERSITY	13/08/2019	public	sra,fastq	gs,s3	s3.us-east-1,gs.US	SRX10663041	China	Asia	China: Zhejiang		Illumina HiSeq 4000	PAIRED	RANDOM	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-23T00:00:00Z	SYT1	SRP315975	Metagenome or environmental	27.95 N 120.70 E	SYT1						aquatic			freshwater
SRR14308732	WGS	302	8062360516	PRJNA702522	SAMN18335538	2474322322	UNIVERSITY OF MICHIGAN	16/08/2019	public	fastq,sra	s3,gs	s3.us-east-1,gs.US	SRX10664114	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-23T00:00:00Z	SC57_22_Metagenome_2019	SRP315596	Metagenome or environmental	41.74057001 N 83.30542931 W	1581-PDU-4						not applicable			freshwater
SRR14309022	WGS	302	7832903634	PRJNA702522	SAMN18335537	2425219210	UNIVERSITY OF MICHIGAN	16/08/2019	public	sra,fastq	s3,gs	gs.US,s3.us-east-1	SRX10664369	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-24T00:00:00Z	SC57_50_Metagenome_2019	SRP315596	Metagenome or environmental	41.74057001 N 83.30542931 W	1581-PDU-3						not applicable			freshwater
SRR14332046	WGS	302	10027427102	PRJNA702522	SAMN18335593	3097861079	UNIVERSITY OF MICHIGAN	16/08/2019	public	sra,fastq	gs,s3	s3.us-east-1,gs.US	SRX10686840	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-27T00:00:00Z	BWT_2G_1_22_Metagenome_2019	SRP315596	Metagenome or environmental	41.740767 N 83.30555 W	1581-PDU-60						not applicable			freshwater
SRR14332047	WGS	302	7609272634	PRJNA702522	SAMN18335592	2367642283	UNIVERSITY OF MICHIGAN	16/08/2019	public	sra,fastq	s3,gs	s3.us-east-1,gs.US	SRX10686839	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-27T00:00:00Z	BWT_2G_1_50_Metagenome_2019	SRP315596	Metagenome or environmental	41.740767 N 83.30555 W	1581-PDU-59						not applicable			freshwater
SRR14332049	WGS	302	7141562214	PRJNA702522	SAMN18335540	2198739985	UNIVERSITY OF MICHIGAN	16/08/2019	public	sra,fastq	s3,gs	gs.US,s3.us-east-1	SRX10686837	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-27T00:00:00Z	SC55_22_Metagenome_2019	SRP315596	Metagenome or environmental	41.73601369 N 83.30358821 W	1581-PDU-6						not applicable			freshwater
SRR14288965	WGS	302	8255526964	PRJNA702522	SAMN18335546	2547133564	UNIVERSITY OF MICHIGAN	17/08/2019	public	fastq,sra	gs,s3	s3.us-east-1,gs.US	SRX10646895	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-20T00:00:00Z	SC49_22_Metagenome_2019	SRP315596	Metagenome or environmental	41.73442754 N 83.29631718 W	1581-PDU-12						not applicable			freshwater
SRR14288966	WGS	302	7200383056	PRJNA702522	SAMN18335545	2230450689	UNIVERSITY OF MICHIGAN	17/08/2019	public	fastq,sra	s3,gs	gs.US,s3.us-east-1	SRX10646894	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-20T00:00:00Z	SC49_50_Metagenome_2019	SRP315596	Metagenome or environmental	41.73442754 N 83.29631718 W	1581-PDU-11						not applicable			freshwater
SRR14332038	WGS	302	6680000212	PRJNA702522	SAMN18335541	2064911691	UNIVERSITY OF MICHIGAN	17/08/2019	public	sra,fastq	gs,s3	gs.US,s3.us-east-1	SRX10686848	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-27T00:00:00Z	SC53_50_Metagenome_2019	SRP315596	Metagenome or environmental	41.74046627 N 83.29939226 W	1581-PDU-7						not applicable			freshwater
SRR14332040	WGS	302	7657592634	PRJNA702522	SAMN18335599	2351399299	UNIVERSITY OF MICHIGAN	17/08/2019	public	sra,fastq	s3,gs	gs.US,s3.us-east-1	SRX10686846	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-27T00:00:00Z	BWT_2_22_Metagenome_2019	SRP315596	Metagenome or environmental	41.7346 N 83.2967 W	1581-PDU-66						not applicable			freshwater
SRR14332041	WGS	302	7012449664	PRJNA702522	SAMN18335598	2190347012	UNIVERSITY OF MICHIGAN	17/08/2019	public	sra,fastq	gs,s3	gs.US,s3.us-east-1	SRX10686845	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-27T00:00:00Z	BWT_2_50_Metagenome_2019	SRP315596	Metagenome or environmental	41.7346 N 83.2967 W	1581-PDU-65						not applicable			freshwater
SRR14332042	WGS	302	7619390842	PRJNA702522	SAMN18335597	2354601854	UNIVERSITY OF MICHIGAN	17/08/2019	public	sra,fastq	s3,gs	gs.US,s3.us-east-1	SRX10686844	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-27T00:00:00Z	BWT_2G_2_22_Metagenome_2019	SRP315596	Metagenome or environmental	41.7345 N 83.3009 W	1581-PDU-64						not applicable			freshwater
SRR14332043	WGS	302	8141725512	PRJNA702522	SAMN18335596	2529748389	UNIVERSITY OF MICHIGAN	17/08/2019	public	sra,fastq	s3,gs	s3.us-east-1,gs.US	SRX10686843	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-27T00:00:00Z	BWT_2G_2_50_Metagenome_2019	SRP315596	Metagenome or environmental	41.7345 N 83.3009 W	1581-PDU-63						not applicable			freshwater
SRR14332044	WGS	302	8520865674	PRJNA702522	SAMN18335595	2614704800	UNIVERSITY OF MICHIGAN	17/08/2019	public	fastq,sra	gs,s3	s3.us-east-1,gs.US	SRX10686842	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-27T00:00:00Z	BWT_1_22_Metagenome_2019	SRP315596	Metagenome or environmental	41.739167 N 83.302683 W	1581-PDU-62						not applicable			freshwater
SRR14332045	WGS	302	7960184554	PRJNA702522	SAMN18335594	2450230604	UNIVERSITY OF MICHIGAN	17/08/2019	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX10686841	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-27T00:00:00Z	BWT_1_50_Metagenome_2019	SRP315596	Metagenome or environmental	41.739167 N 83.302683 W	1581-PDU-61						not applicable			freshwater
SRR14333793	WGS	302	7021138506	PRJNA702522	SAMN18335542	2166260086	UNIVERSITY OF MICHIGAN	17/08/2019	public	sra,fastq	gs,s3	s3.us-east-1,gs.US	SRX10687921	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-27T00:00:00Z	SC53_22_Metagenome_2019	SRP315596	Metagenome or environmental	41.74046627 N 83.29939226 W	1581-PDU-8						not applicable			freshwater
SRR14288960	WGS	302	6249188152	PRJNA702522	SAMN18335548	1909952725	UNIVERSITY OF MICHIGAN	19/08/2019	public	fastq,sra	gs,s3	s3.us-east-1,gs.US	SRX10646900	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-20T00:00:00Z	SC47_22_Metagenome_2019	SRP315596	Metagenome or environmental	41.83380060 N 83.18031718 W	1581-PDU-14						not applicable			freshwater
SRR14332037	WGS	302	8755279886	PRJNA702522	SAMN18335601	2690138855	UNIVERSITY OF MICHIGAN	19/08/2019	public	sra,fastq	s3,gs	s3.us-east-1,gs.US	SRX10686849	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-27T00:00:00Z	3G_1_22_Metagenome_2019	SRP315596	Metagenome or environmental	41.8337 N 83.1839 W	1581-PDU-68						not applicable			freshwater
SRR14288954	WGS	302	8091820918	PRJNA702522	SAMN18335554	2495207644	UNIVERSITY OF MICHIGAN	20/08/2019	public	sra,fastq	gs,s3	s3.us-east-1,gs.US	SRX10646906	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-20T00:00:00Z	SC41_22_Metagenome_2019	SRP315596	Metagenome or environmental	41.79870352 N 83.34393421 W	1581-PDU-20						not applicable			freshwater
SRR14288955	WGS	302	7182277552	PRJNA702522	SAMN18335553	2218222820	UNIVERSITY OF MICHIGAN	20/08/2019	public	sra,fastq	s3,gs	gs.US,s3.us-east-1	SRX10646905	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-20T00:00:00Z	SC41_50_Metagenome_2019	SRP315596	Metagenome or environmental	41.79870352 N 83.34393421 W	1581-PDU-19						not applicable			freshwater
SRR14288956	WGS	302	8202068132	PRJNA702522	SAMN18335552	2518944372	UNIVERSITY OF MICHIGAN	20/08/2019	public	fastq,sra	s3,gs	s3.us-east-1,gs.US	SRX10646904	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-20T00:00:00Z	SC43_22_Metagenome_2019	SRP315596	Metagenome or environmental	41.80373271 N 83.36106082 W	1581-PDU-18						not applicable			freshwater
SRR14288957	WGS	302	7555391606	PRJNA702522	SAMN18335551	2328375366	UNIVERSITY OF MICHIGAN	20/08/2019	public	fastq,sra	s3,gs	s3.us-east-1,gs.US	SRX10646903	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-20T00:00:00Z	SC43_50_Metagenome_2019	SRP315596	Metagenome or environmental	41.80373271 N 83.36106082 W	1581-PDU-17						not applicable			freshwater
SRR14288958	WGS	302	7435295870	PRJNA702522	SAMN18335550	2301044279	UNIVERSITY OF MICHIGAN	20/08/2019	public	sra,fastq	gs,s3	s3.us-east-1,gs.US	SRX10646902	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-20T00:00:00Z	SC45_22_Metagenome_2019	SRP315596	Metagenome or environmental	41.82380704 N 83.30846990 W	1581-PDU-16						not applicable			freshwater
SRR14288959	WGS	302	6821952594	PRJNA702522	SAMN18335549	2111181603	UNIVERSITY OF MICHIGAN	20/08/2019	public	fastq,sra	s3,gs	s3.us-east-1,gs.US	SRX10646901	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-20T00:00:00Z	SC45_50_Metagenome_2019	SRP315596	Metagenome or environmental	41.82380704 N 83.30846990 W	1581-PDU-15						not applicable			freshwater
SRR14332035	WGS	302	28760414622	PRJNA702522	SAMN18335603	8887766058	UNIVERSITY OF MICHIGAN	20/08/2019	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX10686851	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-27T00:00:00Z	3G_3_22_Metagenome_2019	SRP315596	Metagenome or environmental	41.8242 N 83.3094 W	1581-PDU-70						not applicable			freshwater
SRR14332036	WGS	302	9810093406	PRJNA702522	SAMN18335602	3033987017	UNIVERSITY OF MICHIGAN	20/08/2019	public	sra,fastq	gs,s3	s3.us-east-1,gs.US	SRX10686850	USA	North America	USA: western Lake Erie		Illumina NovaSeq 6000	PAIRED	RANDOM PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-27T00:00:00Z	3G_3_50_Metagenome_2019	SRP315596	Metagenome or environmental	41.8242 N 83.3094 W	1581-PDU-69						not applicable			freshwater
